Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;1;1;0;1;0;N;5;
Falco;4;3;1;1;1;1;N;3;
Aquila;4;4;0;1;0;1;Y;9;
Gheppio;4;4;1;0;1;0;Y;9;
Condor;4;7;0;1;1;1;Y;12;
Gufo;4;7;0;1;1;1;Y;12;
Sparviere;4;7;0;1;1;1;Y;12;
Civetta;4;1;0;1;1;1;Y;12;
Colomba;4;4;0;1;1;1;N;8;